household_key,BASKET_ID,DAY,PRODUCT_ID,Category,QUANTITY,SALES_VALUE,STORE_ID,RETAIL_DISCOUNT,COUPON_DISCOUNT
133,90033,4,5541,"ATHLETIC & WELLNESS",4,74.0,303,11.1,0.0
134,90034,5,7720,"SEASONAL APPAREL",5,92.5,304,13.88,0.0
135,90035,6,8891,"OUTDOOR & CAMPING",6,111.0,300,16.65,0.0
136,90036,7,9812,"GROCERY & FOOD",1,18.5,301,2.77,5.0
137,90037,8,1045,"BEVERAGES & JUICE",2,37.0,302,5.55,0.0
138,90038,9,3209,"PERSONAL CARE & BEAUTY",3,55.5,303,8.32,0.0
139,90039,10,5541,"ATHLETIC & WELLNESS",4,74.0,304,11.1,0.0
140,90040,11,7720,"SEASONAL APPAREL",5,92.5,300,13.88,5.0
141,90041,12,8891,"OUTDOOR & CAMPING",6,111.0,301,16.65,0.0
142,90042,13,9812,"GROCERY & FOOD",1,18.5,302,2.77,0.0
143,90043,14,1045,"BEVERAGES & JUICE",2,37.0,303,5.55,0.0
144,90044,15,3209,"PERSONAL CARE & BEAUTY",3,55.5,304,8.32,5.0
145,90045,16,5541,"ATHLETIC & WELLNESS",4,74.0,300,11.1,0.0
146,90046,17,7720,"SEASONAL APPAREL",5,92.5,301,13.88,0.0
147,90047,18,8891,"OUTDOOR & CAMPING",6,111.0,302,16.65,0.0
148,90048,19,9812,"GROCERY & FOOD",1,18.5,303,2.77,5.0
149,90049,20,1045,"BEVERAGES & JUICE",2,37.0,304,5.55,0.0
100,90050,21,3209,"PERSONAL CARE & BEAUTY",3,55.5,300,8.32,0.0
101,90051,22,5541,"ATHLETIC & WELLNESS",4,74.0,301,11.1,0.0
102,90052,23,7720,"SEASONAL APPAREL",5,92.5,302,13.88,5.0
103,90053,24,8891,"OUTDOOR & CAMPING",6,111.0,303,16.65,0.0
104,90054,25,9812,"GROCERY & FOOD",1,18.5,304,2.77,0.0
105,90055,26,1045,"BEVERAGES & JUICE",2,37.0,300,5.55,0.0
106,90056,27,3209,"PERSONAL CARE & BEAUTY",3,55.5,301,8.32,5.0
107,90057,28,5541,"ATHLETIC & WELLNESS",4,74.0,302,11.1,0.0
108,90058,29,7720,"SEASONAL APPAREL",5,92.5,303,13.88,0.0
109,90059,30,8891,"OUTDOOR & CAMPING",6,111.0,304,16.65,0.0
110,90060,1,9812,"GROCERY & FOOD",1,18.5,300,2.77,5.0
111,90061,2,1045,"BEVERAGES & JUICE",2,37.0,301,5.55,0.0
112,90062,3,3209,"PERSONAL CARE & BEAUTY",3,55.5,302,8.32,0.0
113,90063,4,5541,"ATHLETIC & WELLNESS",4,74.0,303,11.1,0.0
114,90064,5,7720,"SEASONAL APPAREL",5,92.5,304,13.88,5.0
115,90065,6,8891,"OUTDOOR & CAMPING",6,111.0,300,16.65,0.0
116,90066,7,9812,"GROCERY & FOOD",1,18.5,301,2.77,0.0
117,90067,8,1045,"BEVERAGES & JUICE",2,37.0,302,5.55,0.0
118,90068,9,3209,"PERSONAL CARE & BEAUTY",3,55.5,303,8.32,5.0
119,90069,10,5541,"ATHLETIC & WELLNESS",4,74.0,304,11.1,0.0
120,90070,11,7720,"SEASONAL APPAREL",5,92.5,300,13.88,0.0
121,90071,12,8891,"OUTDOOR & CAMPING",6,111.0,301,16.65,0.0
122,90072,13,9812,"GROCERY & FOOD",1,18.5,302,2.77,5.0
123,90073,14,1045,"BEVERAGES & JUICE",2,37.0,303,5.55,0.0
124,90074,15,3209,"PERSONAL CARE & BEAUTY",3,55.5,304,8.32,0.0
125,90075,16,5541,"ATHLETIC & WELLNESS",4,74.0,300,11.1,0.0
126,90076,17,7720,"SEASONAL APPAREL",5,92.5,301,13.88,5.0
127,90077,18,8891,"OUTDOOR & CAMPING",6,111.0,302,16.65,0.0
128,90078,19,9812,"GROCERY & FOOD",1,18.5,303,2.77,0.0
129,90079,20,1045,"BEVERAGES & JUICE",2,37.0,304,5.55,0.0
130,90080,21,3209,"PERSONAL CARE & BEAUTY",3,55.5,300,8.32,5.0
131,90081,22,5541,"ATHLETIC & WELLNESS",4,74.0,301,11.1,0.0
132,90082,23,7720,"SEASONAL APPAREL",5,92.5,302,13.88,0.0
133,90083,24,8891,"OUTDOOR & CAMPING",6,111.0,303,16.65,0.0
134,90084,25,9812,"GROCERY & FOOD",1,18.5,304,2.77,5.0
135,90085,26,1045,"BEVERAGES & JUICE",2,37.0,300,5.55,0.0
136,90086,27,3209,"PERSONAL CARE & BEAUTY",3,55.5,301,8.32,0.0
137,90087,28,5541,"ATHLETIC & WELLNESS",4,74.0,302,11.1,0.0
138,90088,29,7720,"SEASONAL APPAREL",5,92.5,303,13.88,5.0
139,90089,30,8891,"OUTDOOR & CAMPING",6,111.0,304,16.65,0.0
140,90090,1,9812,"GROCERY & FOOD",1,18.5,300,2.77,0.0
141,90091,2,1045,"BEVERAGES & JUICE",2,37.0,301,5.55,0.0
142,90092,3,3209,"PERSONAL CARE & BEAUTY",3,55.5,302,8.32,5.0
143,90093,4,5541,"ATHLETIC & WELLNESS",4,74.0,303,11.1,0.0
144,90094,5,7720,"SEASONAL APPAREL",5,92.5,304,13.88,0.0
145,90095,6,8891,"OUTDOOR & CAMPING",6,111.0,300,16.65,0.0
146,90096,7,9812,"GROCERY & FOOD",1,18.5,301,2.77,5.0
147,90097,8,1045,"BEVERAGES & JUICE",2,37.0,302,5.55,0.0
148,90098,9,3209,"PERSONAL CARE & BEAUTY",3,55.5,303,8.32,0.0
149,90099,10,5541,"ATHLETIC & WELLNESS",4,74.0,304,11.1,0.0
100,90100,11,7720,"SEASONAL APPAREL",5,92.5,300,13.88,5.0
101,90101,12,8891,"OUTDOOR & CAMPING",6,111.0,301,16.65,0.0
102,90102,13,9812,"GROCERY & FOOD",1,18.5,302,2.77,0.0
103,90103,14,1045,"BEVERAGES & JUICE",2,37.0,303,5.55,0.0
104,90104,15,3209,"PERSONAL CARE & BEAUTY",3,55.5,304,8.32,5.0
105,90105,16,5541,"ATHLETIC & WELLNESS",4,74.0,300,11.1,0.0
106,90106,17,7720,"SEASONAL APPAREL",5,92.5,301,13.88,0.0
107,90107,18,8891,"OUTDOOR & CAMPING",6,111.0,302,16.65,0.0
108,90108,19,9812,"GROCERY & FOOD",1,18.5,303,2.77,5.0
109,90109,20,1045,"BEVERAGES & JUICE",2,37.0,304,5.55,0.0
110,90110,21,3209,"PERSONAL CARE & BEAUTY",3,55.5,300,8.32,0.0
111,90111,22,5541,"ATHLETIC & WELLNESS",4,74.0,301,11.1,0.0
112,90112,23,7720,"SEASONAL APPAREL",5,92.5,302,13.88,5.0
113,90113,24,8891,"OUTDOOR & CAMPING",6,111.0,303,16.65,0.0
114,90114,25,9812,"GROCERY & FOOD",1,18.5,304,2.77,0.0
115,90115,26,1045,"BEVERAGES & JUICE",2,37.0,300,5.55,0.0
116,90116,27,3209,"PERSONAL CARE & BEAUTY",3,55.5,301,8.32,5.0
117,90117,28,5541,"ATHLETIC & WELLNESS",4,74.0,302,11.1,0.0
118,90118,29,7720,"SEASONAL APPAREL",5,92.5,303,13.88,0.0
119,90119,30,8891,"OUTDOOR & CAMPING",6,111.0,304,16.65,0.0
120,90120,1,9812,"GROCERY & FOOD",1,18.5,300,2.77,5.0
121,90121,2,1045,"BEVERAGES & JUICE",2,37.0,301,5.55,0.0
122,90122,3,3209,"PERSONAL CARE & BEAUTY",3,55.5,302,8.32,0.0
123,90123,4,5541,"ATHLETIC & WELLNESS",4,74.0,303,11.1,0.0
124,90124,5,7720,"SEASONAL APPAREL",5,92.5,304,13.88,5.0
125,90125,6,8891,"OUTDOOR & CAMPING",6,111.0,300,16.65,0.0
126,90126,7,9812,"GROCERY & FOOD",1,18.5,301,2.77,0.0
127,90127,8,1045,"BEVERAGES & JUICE",2,37.0,302,5.55,0.0
128,90128,9,3209,"PERSONAL CARE & BEAUTY",3,55.5,303,8.32,5.0
129,90129,10,5541,"ATHLETIC & WELLNESS",4,74.0,304,11.1,0.0
130,90130,11,7720,"SEASONAL APPAREL",5,92.5,300,13.88,0.0
131,90131,12,8891,"OUTDOOR & CAMPING",6,111.0,301,16.65,0.0
132,90132,13,9812,"GROCERY & FOOD",1,18.5,302,2.77,5.0
133,90133,14,1045,"BEVERAGES & JUICE",2,37.0,303,5.55,0.0
134,90134,15,3209,"PERSONAL CARE & BEAUTY",3,55.5,304,8.32,0.0
135,90135,16,5541,"ATHLETIC & WELLNESS",4,74.0,300,11.1,0.0
136,90136,17,7720,"SEASONAL APPAREL",5,92.5,301,13.88,5.0
137,90137,18,8891,"OUTDOOR & CAMPING",6,111.0,302,16.65,0.0
138,90138,19,9812,"GROCERY & FOOD",1,18.5,303,2.77,0.0
139,90139,20,1045,"BEVERAGES & JUICE",2,37.0,304,5.55,0.0
140,90140,21,3209,"PERSONAL CARE & BEAUTY",3,55.5,300,8.32,5.0
141,90141,22,5541,"ATHLETIC & WELLNESS",4,74.0,301,11.1,0.0
142,90142,23,7720,"SEASONAL APPAREL",5,92.5,302,13.88,0.0
143,90143,24,8891,"OUTDOOR & CAMPING",6,111.0,303,16.65,0.0
144,90144,25,9812,"GROCERY & FOOD",1,18.5,304,2.77,5.0
145,90145,26,1045,"BEVERAGES & JUICE",2,37.0,300,5.55,0.0
146,90146,27,3209,"PERSONAL CARE & BEAUTY",3,55.5,301,8.32,0.0
147,90147,28,5541,"ATHLETIC & WELLNESS",4,74.0,302,11.1,0.0
148,90148,29,7720,"SEASONAL APPAREL",5,92.5,303,13.88,5.0
149,90149,30,8891,"OUTDOOR & CAMPING",6,111.0,304,16.65,0.0
100,90150,1,9812,"GROCERY & FOOD",1,18.5,300,2.77,0.0
101,90151,2,1045,"BEVERAGES & JUICE",2,37.0,301,5.55,0.0
102,90152,3,3209,"PERSONAL CARE & BEAUTY",3,55.5,302,8.32,5.0
103,90153,4,5541,"ATHLETIC & WELLNESS",4,74.0,303,11.1,0.0
104,90154,5,7720,"SEASONAL APPAREL",5,92.5,304,13.88,0.0
105,90155,6,8891,"OUTDOOR & CAMPING",6,111.0,300,16.65,0.0
106,90156,7,9812,"GROCERY & FOOD",1,18.5,301,2.77,5.0
107,90157,8,1045,"BEVERAGES & JUICE",2,37.0,302,5.55,0.0
108,90158,9,3209,"PERSONAL CARE & BEAUTY",3,55.5,303,8.32,0.0
109,90159,10,5541,"ATHLETIC & WELLNESS",4,74.0,304,11.1,0.0
110,90160,11,7720,"SEASONAL APPAREL",5,92.5,300,13.88,5.0
111,90161,12,8891,"OUTDOOR & CAMPING",6,111.0,301,16.65,0.0
112,90162,13,9812,"GROCERY & FOOD",1,18.5,302,2.77,0.0
113,90163,14,1045,"BEVERAGES & JUICE",2,37.0,303,5.55,0.0
114,90164,15,3209,"PERSONAL CARE & BEAUTY",3,55.5,304,8.32,5.0
115,90165,16,5541,"ATHLETIC & WELLNESS",4,74.0,300,11.1,0.0
116,90166,17,7720,"SEASONAL APPAREL",5,92.5,301,13.88,0.0
117,90167,18,8891,"OUTDOOR & CAMPING",6,111.0,302,16.65,0.0
118,90168,19,9812,"GROCERY & FOOD",1,18.5,303,2.77,5.0
119,90169,20,1045,"BEVERAGES & JUICE",2,37.0,304,5.55,0.0
120,90170,21,3209,"PERSONAL CARE & BEAUTY",3,55.5,300,8.32,0.0
121,90171,22,5541,"ATHLETIC & WELLNESS",4,74.0,301,11.1,0.0
122,90172,23,7720,"SEASONAL APPAREL",5,92.5,302,13.88,5.0
123,90173,24,8891,"OUTDOOR & CAMPING",6,111.0,303,16.65,0.0
124,90174,25,9812,"GROCERY & FOOD",1,18.5,304,2.77,0.0
125,90175,26,1045,"BEVERAGES & JUICE",2,37.0,300,5.55,0.0
126,90176,27,3209,"PERSONAL CARE & BEAUTY",3,55.5,301,8.32,5.0
127,90177,28,5541,"ATHLETIC & WELLNESS",4,74.0,302,11.1,0.0
128,90178,29,7720,"SEASONAL APPAREL",5,92.5,303,13.88,0.0
129,90179,30,8891,"OUTDOOR & CAMPING",6,111.0,304,16.65,0.0
130,90180,1,9812,"GROCERY & FOOD",1,18.5,300,2.77,5.0
131,90181,2,1045,"BEVERAGES & JUICE",2,37.0,301,5.55,0.0
132,90182,3,3209,"PERSONAL CARE & BEAUTY",3,55.5,302,8.32,0.0
133,90183,4,5541,"ATHLETIC & WELLNESS",4,74.0,303,11.1,0.0
134,90184,5,7720,"SEASONAL APPAREL",5,92.5,304,13.88,5.0
135,90185,6,8891,"OUTDOOR & CAMPING",6,111.0,300,16.65,0.0
136,90186,7,9812,"GROCERY & FOOD",1,18.5,301,2.77,0.0
137,90187,8,1045,"BEVERAGES & JUICE",2,37.0,302,5.55,0.0
138,90188,9,3209,"PERSONAL CARE & BEAUTY",3,55.5,303,8.32,5.0
139,90189,10,5541,"ATHLETIC & WELLNESS",4,74.0,304,11.1,0.0
140,90190,11,7720,"SEASONAL APPAREL",5,92.5,300,13.88,0.0
141,90191,12,8891,"OUTDOOR & CAMPING",6,111.0,301,16.65,0.0
142,90192,13,9812,"GROCERY & FOOD",1,18.5,302,2.77,5.0
143,90193,14,1045,"BEVERAGES & JUICE",2,37.0,303,5.55,0.0
144,90194,15,3209,"PERSONAL CARE & BEAUTY",3,55.5,304,8.32,0.0
145,90195,16,5541,"ATHLETIC & WELLNESS",4,74.0,300,11.1,0.0
146,90196,17,7720,"SEASONAL APPAREL",5,92.5,301,13.88,5.0
147,90197,18,8891,"OUTDOOR & CAMPING",6,111.0,302,16.65,0.0
148,90198,19,9812,"GROCERY & FOOD",1,18.5,303,2.77,0.0
149,90199,20,1045,"BEVERAGES & JUICE",2,37.0,304,5.55,0.0
100,90200,21,3209,"PERSONAL CARE & BEAUTY",3,55.5,300,8.32,5.0
